Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Dufferin Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",75 Vanley Cres.,Toronto,31667,70,0,344701.25,21894.49447,"56,547",18.2
Dunn Avenue Parkette,Other,245 Dunn Ave,Toronto,0,168,0,1817.954763,0,80,
Downsview,Public libraries,2793 Keele St,Toronto,20021,70,0,271407.377,14146.95571,"38,680",21
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,Toronto,27857,100,0,515277.7683,84690.58936,"182,737",50.6
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,23971,100,0,238513.9106,0,"10,495",10
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,Toronto,34218,100,0,769281.02,75797.11471,"177,105",45.9
Deer Park,Public libraries,40 St. Clair Ave. E.,Toronto,16576,70,0,377683.7685,38211.69378,"88,838",47.1
Dieppe Park Baseball Clubhouse,Other,455 Cosburn Ave,Toronto,2508,100,0,5229.475999,8427.319445,"16,158",37.6
Dentonia Park Golf Course,Other,781 Victoria Park Ave.,Toronto,9214,100,0,72082.26478,32122.98424,"63,884",44.6
Dawes Road,Public libraries,416 Dawes Rd,Toronto,6501,70,0,142238.9135,0,"6,259",21.9
Driftwood C.C,Community centres,4401 Jane St.,Toronto,25015,100,0,339101.6916,51112.83074,"111,524",35.1
Disco Road Transfer Station,Other,120 Disco Rd,Toronto,57049,70,0,7478530.41,17092.16598,"361,360",134.3
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,Toronto,40666,100,0,760185.96,209927.2357,"430,211",73.2
Dundas St Clarens Parkette,Other,110 St Clarens Av Rr,Toronto,0,100,0,908.954171,0,40,
Davenport,Public libraries,1246 Shaw St.,Toronto,3606,100,0,83214.28783,0,"3,661",23.1
Dentonia Park Clubhouse,Other,80 Thyra Ave,Toronto,3165,100,0,11974.0242,6671.6658,"13,136",26
Dufferin Transfer Station,Other,35 Vanley Cres,Toronto,120663,70,0,1653709.501,94410.90056,"251,200",22
Dufferin St Clair,Public libraries,1625 Dufferin St.,Toronto,11208,70,0,112711.84,14056.14588,"31,525",23.3
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,635,168,0,46288.25395,0,"2,037",72.9
Dufferin King Park,Other,256 Dufferin St,Toronto,0,100,0,6088.045615,0,268,
Don Valley Brickwork,Cultural facilities,550 Bayview Ave,Toronto,19407,100,0,162134.026,21490.00122,"47,750",20
Davisville Childcare Centre,Other,41 Millwood Rd,Toronto,3595,100,0,27027.11719,0,"1,189",7.5
Downsview Dell,Social housing,1651 Sheppard Ave W,Toronto,5199,168,0,140087.3579,0,"6,164",26.9
Downsview Dells,Other,1701 Sheppard Ave.W.,Toronto,1270,100,0,19529.96154,0,859,15.4
Don Valley Golf Course,Other,4200 Yonge St.,Toronto,8245,100,0,85963.31762,21724.76978,"44,842",38.2
Don Valley Parks,Other,Don Mills/Don Valley Parkway,Toronto,2906,100,0,908.918539,0,40,0.3
Don Valley Parkway,Street lighting,21 Don Valley Parkway,Toronto,0,70,0,2731324.735,0,"120,178",
Don Valley Gc Service Bldg,Other,4070 Yonge St,Toronto,3574,100,0,33654.16401,10905.1707,"22,092",41.6
Davisville Park/Tennis,Indoor recreational facilities,218 Davisville Ave,Toronto,2777,100,0,37051.16934,6988.416669,"14,838",39.9
Eatonville,Public libraries,430 Burnhamthorpe Rd,Toronto,12217,70,0,187154.336,17067.46688,"40,492",30.1
Earl Bales C.C & Senior,Community centres,4169 Bathurst St,Toronto,21657,100,0,419841.758,42150.68963,"98,138",39.9
East York Curling Club House,Indoor recreational facilities,901 Cosburn Ave,Toronto,17868,100,0,369347.8308,45534.63246,"102,312",47.6
East Scar Boys/Girls Club,Community centres,100 Galloway Rd,Toronto,13972,100,0,335767.27,41695.27085,"93,578",55.5
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,30257,100,0,927722.82,65905.59015,"165,381",53.7
East Service Building,Public libraries,1076 Ellesmere Rd,Toronto,60040,70,0,566318.9417,51464.89754,"122,187",18.5
Eastview Neighbourhood Comm Ctr,Community centres,86 Blake St,Toronto,25510,100,0,335816.1301,20351.23529,"53,240",21.6
East York Community Centre,Community centres,1081A Pape Ave,Toronto,31000,100,0,502601.5406,140146.0933,"286,991",63.9
Eastern Ave Yard / Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",843 Eastern Ave,Toronto,84701,70,0,1134307.42,437602.3318,"876,978",67.9
Eastern Ave Yard / Shop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",875 Eastern Ave,Toronto,9698,70,0,105513.3367,13862.15272,"30,842",26
Elmbrook Park,Public libraries,2 Elmbrook Crescent,Toronto,3595,70,0,57001.29762,3300.146177,"8,745",25.5
Eastern & Booth Blocks,"Storage facilities where equipment or vehicles are maintained, repaired or stored",433 Eastern Ave,Toronto,236645,70,0,3068724.94,397116.0372,"885,573",30.7
Earl Bales Park,Community centres,4175 Bathurst St.,Toronto,10409,100,0,317269.7867,0,"13,960",30.5
Earls Bales Park Flame,Other,4169 Bathurst St /Flame,Toronto,0,100,0,0,15566,"29,420",
Etienne Brule Park Wr,Other,31 Old Mill Rd,Toronto,441,100,0,24809.36776,0,"1,092",56.3
Earl Bales Ski Tow,Other,4169 Bathurst St,Toronto,0,100,0,422461.5538,0,"18,588",
Economic Development,Other,City Hall,Toronto,0,168,0,493007.8584,0,"21,692",
Earlscourt Park,Other,1200 Landsdowne Ave,Toronto,9515,100,0,201259.2333,0,"8,855",21.2
Edwards Gardens,Cultural facilities,755 Lawrence Ave.E.,Toronto,10021,100,0,81611.67955,39673.30688,"78,573",49.9
Edithvale C.C,Community centres,7 Edithvale Dr,Toronto,24725,100,0,671092.27,44232.07576,"113,127",46
Eastern District Office,"Administrative offices and related facilities, including municipal council chambers",1 Eastville Ave.,Toronto,19849,70,0,96831.28683,35856.49471,"72,029",23.9
East Don Parkland,Other,1238 Sheppard Ave.E.,Toronto,1141,100,0,21949.13335,0,966,19.2
Eglinton Flats Service Bldg,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Emmett Ave,Toronto,5705,70,0,80615.96118,11932.71696,"26,100",36.2
Eglinton Flats Sport Pavilions,Other,3601 Eglinton Ave. W.,Toronto,5683,100,0,568735.9405,13406.23485,"50,362",125
Evelyn Gregory,Public libraries,120 Trowell Ave,Toronto,6200,70,0,77647.70575,14198.05882,"30,251",36.7
Eglinton Ave W,Parking garages,Eglinton Ave W,Toronto,0,168,0,2087.910788,0,92,
Eglinton Ave E,Other,660 Eglinton Ave E,East York,0,100,0,24380.22221,0,"1,073",
Eglinton-Bellamy Storm Pumping Station,Other,3034 Eglinton Ave E,Scarborough,441,168,40.61454545,35190.87369,0,"1,548",79.8
Eglinton-Venn Parkette,Other,2475 EGLINTON AVE W,TORONTO,0,100,0,25484.77276,0,"1,121",
Ellesmere C.C,Community centres,20 Canadian Rd,Toronto,24402,100,0,208016.5084,32193.15529,"69,998",22.5
Ellerslie Park,Other,499 Ellerslie Ave,Toronto,0,100,0,4633.482872,0,204,
Ellesmere Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1050 Ellesmere Rd,Toronto,138069,70,0,1547276.7,302896.9172,"640,555",34.4
Elmbank Community Centre,Community centres,10 Rampart Rd,Toronto,14725,100,0,167004.4205,20556.72635,"46,200",26.1
East Lynn Park,Other,95 West Lynn Ave,Toronto,0,100,0,6891.631647,0,303,
Ellesmere Pumping Station,Facilities related to the pumping of water,2950 Ellesmere Rd,Toronto,6243,168,97500.257,26096836.54,0,"1,148,261","4,180.20"
Emery Works Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",61 Toryork Dr,Toronto,26404,70,0,343615.68,84549.63604,"174,918",46.8
EMS Workshop West,Ambulance stations and associated offices and facilities,866 Richmond St.W.,Toronto,1658,168,0,14315.42861,4942.436014,"9,971",40.1
Etobicoke North Office,"Administrative offices and related facilities, including municipal council chambers",220 Attwell Dr,Toronto,20279,70,0,490051.9287,46169.19857,"108,822",48.2
East Point Park,Other,101 Copperfield Rd,Toronto,6523,100,0,153311.9086,10580.99088,"26,744",40.6
Eglinton Pumping Station,Facilities related to the pumping of water,885 Pharmacy Ave.,Toronto,10075,168,34479.328,7026420.41,0,"309,162",697.4
Emery Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",27 Toryork Dr.,Toronto,18998,70,0,191290.4727,57779.70573,"117,620",42.2
Eringate Pool (outdoor),Other,121 Wellesworth Dr,Toronto,1098,100,0,32991.30337,14602,"29,049",170.4
Eglinton Square,Public libraries,1 Eglinton Square,Toronto,4715,70,0,80918.76104,0,"3,560",17.2
Etobicoke South Office,"Administrative offices and related facilities, including municipal council chambers",779 The Queensway,Toronto,22497,70,0,419186.2897,26680.05882,"68,870",31.2
Esther Shiner Stadium,Other,5720 Bathurst St,Toronto,9365,100,0,404065.0075,0,"17,779",43.1
Etobicoke Animal Centre,Other,146 The East Mall,Toronto,6588,168,0,135114.6432,65008.21221,"128,811",124.7
East Toronto Athletic Fieldhouse,Other,177 Main St,Toronto,538,100,0,10358.37329,0,456,19.3
Etobicoke Civic Centre,"Administrative offices and related facilities, including municipal council chambers",399 The West Mall,Toronto,154925,70,0,5039513.93,213728.13,"625,685",47.1
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Toronto,72050,100,0,1921138.066,71423.66301,"219,521",37.1
Emergency Task Force,Police stations and associated offices and facilities,300 Lesmill Rd.,Toronto,35995,168,0,533414.2717,64316.40625,"145,028",33.7
Etobicoke Olympium,Indoor recreational facilities,590 Rathburn Rd,Toronto,139995,100,0,3265689.62,481437.0277,"1,053,606",59.6
E.T. Seton Park,Other,90 Overlea Blvd,Toronto,0,100,0,6592.105488,0,290,
East York Civic Centre,"Administrative offices and related facilities, including municipal council chambers",850 Coxwell Ave,Toronto,67544,70,0,1600085.46,93461.28558,"247,046",38.3
East York Clubhouse,Indoor recreational facilities,323-525 Cosburn Ave,Toronto,1001,100,0,16716.35182,2867.7725,"6,156",46.9
Fairbank Memorial R.C.,Community centres,2213 Dufferin St,Toronto,19364,100,0,345362.7988,44395.43939,"99,103",42
Fairmount Park C.R.C,Community centres,1725 Gerrard St,Toronto,4359,100,0,11731.53909,0,516,2.7
Fairfield Senior Centre,Indoor recreational facilities,80 Lothian Ave,Toronto,14316,100,0,79924.51487,35075.14417,"69,809",31.4
Fairford Parkette,Other,68 Fairford Ave,Toronto,0,100,0,1.981816,0,0,
Falstaff C.C,Community centres,50 Falstaff Ave.,Toronto,13853,100,0,161123.3029,31168.60074,"65,998",35.4
Fairbank Park Pool,Other,50 Keywest Ave,Toronto,3264,100,0,106922.2324,79768.87302,"155,468",290.8
Felstead Park,Other,60 Felstead Av Pl/12 Lane,Toronto,452,100,0,3635.84746,0,160,8
Fenside Arena,Indoor sports arenas,30 Slidell Cres,Toronto,26307,100,0,389061.6286,40104.82068,"92,917",30.9
Firgrove Park,Other,254 Firgrove Cres,Toronto,0,100,0,12652.04181,0,557,
Franklin Horner,Community centres,432 Horner Ave,Toronto,39500,100,0,276851.2674,88527.89958,"179,499",30.7
Fairhaven Pool (outdoor),Other,100 Golfwood Heights,Toronto,1195,100,0,25970.07965,22200.86586,"43,102",217.9
Fred Hamilton Playground,Other,155 Roxton Rd,Toronto,0,100,0,7558.71854,0,333,
Fudger House,Long-term care,439 Sherbourne St,Toronto,118995,168,0,1890598.82,363512.3281,"770,225",48.1
Fire Academy,Fire stations and associated offices and facilities,895 Eastern Ave,Toronto,61214,168,0,757183.0567,138552.6847,"295,181",36.3
Fire Training Centre,Fire stations and associated offices and facilities,4562 Sheppard Ave E,Toronto,7998,168,0,65130.37537,13487,"28,356",25.9
F.J. Horgan Filtration Plant,Facilities related to the treatment of water,201 Copperfield Rd,Toronto,325447,168,97799,41881406.24,322654.71,"2,452,599",139.2
Flagstaff Pool (outdoor htd),Other,42 Mercury Rd,Toronto,1098,100,0,22308.85467,6448.287879,"13,169",82.3
Signs & Flashing Beacons,Other,Various Locations,Toronto,0,168,0,21098.60955,0,928,
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,Toronto,25640,100,0,540082.8561,41900.59478,"102,956",38.3
Flemingdon C.C,Community centres,150 Grenoble Dr,Toronto,10000,100,0,84271.56318,22202.71948,"45,671",31.9
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,Toronto,34348,100,0,780860.8079,76957.80765,"179,808",46.4
Forest Manor Park,Other,55 Forest Manor Rd,Toronto,0,100,0,405430.9398,0,"17,839",
Fire Museum And Storage,Fire stations and associated offices and facilities,351 Birchmount Rd,Toronto,3272,168,0,29904.88207,15625.72902,"30,848",59.6
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,40666,100,0,1194792.778,0,"52,571",29.4
Forest Hill C.C,Community centres,666 Eglinton Av W,Toronto,32841,100,0,639492.4,53180.33523,"128,648",36.6
Fountainhead A.I.R,Other,1650 Finch Ave E,Toronto,1927,100,0,62631.73055,5159.273018,"12,507",60.8
Family Residence,Social housing,4222 Kingston Rd,Toronto,39999,168,0,384456.2036,49161.87061,"109,832",22.6
Frankland C.C,Community centres,825 Logan Av Club H S E,Toronto,3681,100,0,29174.20464,0,"1,284",7.9
Frank Stollery Parkette,Other,2 Scollard St,Toronto,0,100,0,4524.680074,0,199,
Fire Station 111,Fire stations and associated offices and facilities,3300 Bayview Ave.,Toronto,5662,168,0,111152.4038,30318.77867,"62,193",76.2
Fire Station 112,Fire stations and associated offices and facilities,5700 Bathurst St.,Toronto,7018,168,0,242245.0056,28430.12664,"64,392",77.3
Fire Station 113,Fire stations and associated offices and facilities,700 Seneca Hill Dr,Toronto,4833,168,0,79410.00104,22234.25673,"45,517",65
Fire Station 114,Fire stations and associated offices and facilities,12 Canterbury Place,Toronto,8633,168,0,203379.8496,39694.55529,"83,971",72.1
Fire Station 115,Fire stations and associated offices and facilities,115 Parkway Forest Dr,Toronto,5985,168,0,105262.2803,14657.48276,"32,334",43.4
Fire Station 116,Fire stations and associated offices and facilities,2755A Old Leslie St.,Toronto,11776,168,0,177790.4779,27684.31126,"60,146",39.9
Fire Station 121,Fire stations and associated offices and facilities,10 William Carson Crescent,Toronto,4219,168,0,116694.4592,10005.73703,"24,045",52.7
Fire Station 122,Fire stations and associated offices and facilities,2545 Bayview Ave.,Toronto,3046,168,0,46879.28546,15906.48571,"32,126",70.5
Fire Station 123,Fire stations and associated offices and facilities,145 Bond Ave,Toronto,2497,168,0,53284.00325,15809.69834,"32,225",88.2
Fire Station 125,Fire stations and associated offices and facilities,1109 Leslie Street,Toronto,5813,168,0,85717.29013,10698.22427,"23,991",34.2
Fire Station 131,Fire stations and associated offices and facilities,3135 Yonge St,Toronto,5845,168,0,77066.82712,18474.11771,"38,307",46.6
Fire Station 132,Fire stations and associated offices and facilities,476 Lawrence Ave. W,Toronto,7664,168,0,93147.95097,20416.79429,"42,686",40.3
Fire Station 133,Fire stations and associated offices and facilities,1505 Lawrence Ave. W,Toronto,8062,168,0,109757.8978,19290.49267,"41,288",38.9
Fire Station 134,Fire stations and associated offices and facilities,16 Montgomery Ave,Toronto,7126,168,0,43125.20188,15606.26595,"31,393",29.2
Fire Station 135 - OLD,Fire stations and associated offices and facilities,641 Eglinton Ave W,Toronto,10592,168,0,102788.6652,31464.71407,"63,991",41.1
Fire Station 141,Fire stations and associated offices and facilities,"3965 Keele St., Unit 10",Toronto,12500,168,0,149430.6335,40292.38409,"82,728",46
Fire Station 142,Fire stations and associated offices and facilities,2753 Jane Street,Toronto,5586,168,0,135417.9871,23908.96356,"51,146",69.4
Fire Station 143,Fire stations and associated offices and facilities,1009 Sheppard Ave. W,Toronto,2895,168,0,74045.11611,20239.32176,"41,510",99.4
Fire Station 145,Fire stations and associated offices and facilities,20 Beffort Rd.,Toronto,11001,168,0,106917.16,29365.94777,"60,206",37.9
Fire Station 146,Fire stations and associated offices and facilities,2220 Jane Street,Toronto,7535,168,0,53454.06227,15191.81659,"31,065",28.4
Fire Station 211,Fire stations and associated offices and facilities,900 Tapscott Rd,Toronto,5005,168,0,115160.6834,10274,"24,485",44.7
Fire Station 212,Fire stations and associated offices and facilities,8500 Sheppard Ave East,Toronto,16501,168,0,213105.2891,46409.72727,"97,091",42.6
Fire Station 213,Fire stations and associated offices and facilities,7 Lapsley Rd,Toronto,5048,168,0,53613.27254,11634,"24,347",35
Fire Station 214,Fire stations and associated offices and facilities,745 Meadowvale Rd,Toronto,4887,168,0,46866.27049,17103,"34,387",46.5
Fire Station 215,Fire stations and associated offices and facilities,5318 Lawrence Ave E,Toronto,5737,168,0,54843.13301,17659,"35,789",42.1
Fire Station 221,Fire stations and associated offices and facilities,2575 Eglinton Ave E,Toronto,11916,168,0,142744.5775,25875.49246,"55,185",34.9
Fire Station 222,Fire stations and associated offices and facilities,755 Warden Ave,Toronto,6910,168,0,55083.29527,17111.84963,"34,765",34.1
Fire Station 223,Fire stations and associated offices and facilities,116 Dorset Rd,Toronto,7459,168,0,50775.08214,16117.74628,"32,697",29.6
Fire Station 224,Fire stations and associated offices and facilities,1313 Woodbine Ave,Toronto,3767,168,0,68021.12819,9594.227273,"21,126",44.9
Fire Station 225,Fire stations and associated offices and facilities,3600 Danforth Ave,Toronto,9085,168,0,97767.21841,30597.26,"62,131",46.3
Fire Station 226,Fire stations and associated offices and facilities,85 Main St,Toronto,11808,168,0,59781.02594,26746.1853,"53,181",29
Fire Station 227,Fire stations and associated offices and facilities,1904 Queen St E,Toronto,10484,168,0,65972.64726,20381.07324,"41,423",26.8
Fire Station 231,Fire stations and associated offices and facilities,740 Markham Rd,Toronto,14241,168,0,149528.57,37291.10323,"77,059",38.1
Fire Station 232,Fire stations and associated offices and facilities,1550 Midland Ave,Toronto,5350,168,0,69488.00784,12320.65029,"26,344",37.3
Fire Station 233,Fire stations and associated offices and facilities,59 Curlew Dr,Toronto,11001,168,0,75571.77713,27134.93284,"54,610",32.9
Fire Station 234,Fire stations and associated offices and facilities,40 Coronation Dr,Toronto,5350,168,0,49701.52877,15122.59676,"30,769",39.1
Fire Station 235,Fire stations and associated offices and facilities,200 Bermondsey Rd.,Toronto,8902,168,0,103785.4568,21570.24546,"45,334",37.2
Fire Station 241,Fire stations and associated offices and facilities,3325 Warden Ave,Toronto,5500,168,0,46088.96066,12268.02177,"25,214",31.9
Fire Station 242,Fire stations and associated offices and facilities,2733 Brimley Rd,Toronto,5500,168,0,60358.11894,15216,"31,414",40.2
Fire Station 243,Fire stations and associated offices and facilities,4560 Sheppard Ave E,Toronto,5350,168,0,51814.91008,21634,"43,168",52.4
Fire Station 244,Fire stations and associated offices and facilities,2340 Birchmount Rd,Toronto,5350,168,0,55022.72659,13845.21765,"28,588",37.6
Fire Station 245,Fire stations and associated offices and facilities,1600 Birchmount Rd,Toronto,5608,168,0,45403.352,12579.19429,"25,772",31.8
Fire Station 311,Fire stations and associated offices and facilities,20 Balmoral Ave,Toronto,12755,168,0,51473.94974,28536.91367,"56,200",27.7
Fire Station 312,Fire stations and associated offices and facilities,34 Yorkville Ave,Toronto,9806,168,0,109800.4089,26491.544,"54,900",39.7
Fire Station 313,Fire stations and associated offices and facilities,441 Bloor St E 2 Fl,Toronto,12099,168,0,143084.7935,35746.57704,"73,857",43
Fire Station 314,Fire stations and associated offices and facilities,12 Grosvenor St,Toronto,11937,168,0,45262.93424,22008.99073,"43,589",23.3
Fire Station 315,Fire stations and associated offices and facilities,132 Bellevue Av,Toronto,7244,168,0,98535.24233,25033.12567,"51,648",50.1
Fire Station 321,Fire stations and associated offices and facilities,231 McCrae Ave,Toronto,7535,168,0,105249.5633,23525.15282,"49,094",46.9
Fire Station 322,Fire stations and associated offices and facilities,256 Cosburn Ave,Toronto,7535,168,0,0,17670.37279,"35,314",30.5
Fire Station 323,Fire stations and associated offices and facilities,153 Chatham Ave,Toronto,10236,168,0,107425.1125,39604.28288,"79,579",51.3
Fire Station 324,Fire stations and associated offices and facilities,840 Gerrard St E,Toronto,13153,168,0,59410.60084,27019.75193,"53,681",26.2
Fire Station 325,Fire stations and associated offices and facilities,475 Dundas St E,Toronto,10129,168,0,208512.8419,22622.06349,"51,930",44.2
Fire Station 331,Fire stations and associated offices and facilities,31 Claremont St,Toronto,10979,168,0,87422.19751,25771.39462,"52,555",32.7
Fire Station 332,Fire stations and associated offices and facilities,260 Adelaide St W,Toronto,24865,168,0,311546.2181,0,"13,708",12.5
Fire Station 333,Fire stations and associated offices and facilities,201 Front St E,Toronto,12723,168,0,119555.9826,34695.21314,"70,834",38.2
Fire Station 334,Fire stations and associated offices and facilities,339 Queens Quay West,Toronto,13003,168,0,390344.5262,23645.10672,"61,864",49.2
Fire Station 335,Fire stations and associated offices and facilities,235 Cibola Ave,Toronto,4402,168,0,98556.16558,10125.52115,"23,474",46.7
Fire Station 341,Fire stations and associated offices and facilities,555 Oakwood Ave,Toronto,9268,168,0,77836.79356,25491.92494,"51,605",37.4
Fire Station 342,Fire stations and associated offices and facilities,106 Ascot Ave,Toronto,3057,168,0,28410.3038,13249.31456,"26,291",55
Fire Station 343,Fire stations and associated offices and facilities,65 Hendrick Av,Toronto,9827,168,0,0,24048.89412,"47,763",31.2
Fire Station 344,Fire stations and associated offices and facilities,240 Howland Ave,Toronto,11238,168,0,76100.68606,29177.59,"58,494",34.2
Fire Station 345,Fire stations and associated offices and facilities,1287 Dufferin St,Toronto,12809,168,0,125805.4802,43033.93335,"86,870",45.3
Fire Stn former TO #35,Fire stations and associated offices and facilities,11 Queens Quay W,Toronto,3143,168,0,144461.6081,0,"6,356",46
Fire Station 411,Fire stations and associated offices and facilities,75 Toryork Dr,Toronto,8762,168,0,83879.57831,9773.74625,"22,163",21.3
Fire Station 412,Fire stations and associated offices and facilities,267 Humberline Dr,Toronto,7029,168,0,77717.58214,18630.88704,"38,632",39
Fire Station 413,Fire stations and associated offices and facilities,1549 Albion Rd,Toronto,3929,168,0,40692.41143,8434.427731,"17,732",33
Fire Station 415,Fire stations and associated offices and facilities,2120 Kipling Ave,Toronto,7804,168,0,72784.78172,13394.32792,"28,518",27.4
Fire Station 421,Fire stations and associated offices and facilities,6 Lambton Ave,Toronto,9461,168,0,116383.3972,24865.33873,"52,116",40
Fire Station 422,Fire stations and associated offices and facilities,590 Jane St,Toronto,7944,168,0,59409.39282,19159.61269,"38,826",32.9
Fire Station 423,Fire stations and associated offices and facilities,358 Keele St,Toronto,12335,168,0,101017.8718,31773.4889,"64,497",35.4
Fire Station 424,Fire stations and associated offices and facilities,462 Runnymede Rd,Toronto,5866,168,0,19971.16764,11214.00667,"22,073",23.6
Fire Station 425,Fire stations and associated offices and facilities,83 Deforest Rd,Toronto,7955,168,0,47876.00598,9971.17647,"20,952",19.3
Fire Station 426,Fire stations and associated offices and facilities,140 Lansdowne Ave,Toronto,12486,168,0,184150.2122,32809.39618,"70,112",42.5
Fire Station 431,Fire stations and associated offices and facilities,308 Prince Edward Dr,Toronto,3907,168,0,36457.25377,8068.029394,"16,853",31.1
Fire Station 432,Fire stations and associated offices and facilities,155 The East Mall,Toronto,11765,168,0,103061.4844,30771.51515,"62,693",36.4
Fire Station 433,Fire stations and associated offices and facilities,615 Royal York Rd,Toronto,5038,168,0,101587.2312,14904.47059,"32,639",51.4
Fire Station 434,Fire stations and associated offices and facilities,3 Lunness Rd,Toronto,5188,168,0,26640.65081,11968.57943,"23,793",29.5
Fire Station 435,Fire stations and associated offices and facilities,130 Eighth St,Toronto,6889,168,0,83785.99337,11494.49974,"25,411",29.8
Fire Station 441,Fire stations and associated offices and facilities,947 Martingrove Rd,Toronto,19472,168,0,123029.6464,17871.18672,"39,190",16
Fire Station 442,Fire stations and associated offices and facilities,2015 Lawrence Ave W,Toronto,15479,168,0,192631.472,29714.61481,"64,636",32.7
Fire Station 443,Fire stations and associated offices and facilities,1724 Islington Ave,Toronto,3929,168,0,37361.84452,10573.42457,"21,628",37.9
Fire Station 444,Fire stations and associated offices and facilities,666 Renforth Dr,Toronto,3929,168,0,31760.6941,10078.43471,"20,446",35.2
Fire Station 445,Fire stations and associated offices and facilities,280 Burnhamthorpe Rd,Toronto,11765,168,0,117010.2234,22158.72666,"47,028",29.8
"Forensic Service, Store & Garage",Police stations and associated offices and facilities,2050 Jane St,Toronto,62484,168,0,1582921.087,192022.6132,"432,571",57.8
Fairview Mall,Public libraries,35 Fairview Mall Dr,Toronto,64670,70,0,1407872.602,123780.0197,"295,891",42
Forestry W District Office,"Administrative offices and related facilities, including municipal council chambers",1 Bathurst St,Toronto,8999,70,0,131287.9403,18488.83132,"40,721",36.3
Faywood Park Tennis,Other,170 Faywood Blvd,Toronto,0,100,0,21260.7704,0,935,
Fort York,Public libraries,170 Fort York,Toronto,13000,70,0,255741.1123,0,"11,253",19.7
Fort York Residence,Social housing,38 Bathurst St,Toronto,25995,168,0,392263.3628,71729.54132,"152,828",44.2
Gerrard Ashdale,Public libraries,1432 Gerrard St. E.,Toronto,6501,70,0,68462.06583,7902.790441,"17,949",23.4
Galloway Park,Other,90A Galloway Rd,Toronto,0,100,0,612.753006,0,27,
Gamble Park,Other,150 Gamble Ave,Toronto,0,100,0,5094.690194,0,224,
Geary Ave Parkette W.Pool,Other,15 Geary Av,Toronto,0,100,0,3635.713383,0,160,
Gardiner Expressway,Street lighting,0 Gardiner Expressway,Toronto,0,70,0,1462388.161,0,"64,345",
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,41786,100,0,782457.0344,0,"34,428",18.7
Greenfield Family Centre,Social housing,305 Greenfield Ave,Toronto,7384,168,0,63038.66322,7159.572518,"16,305",18.8
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Toronto,1302,100,0,2841.983347,2591.628863,"5,023",23.2
Goldhawk Park,Public libraries,295 Alton Towers Cir,Toronto,7998,70,0,282220.503,15648.52605,"41,993",55.9
Graydon Hall Tennis,Other,34 Karen Rd,Toronto,0,100,0,9244.613406,0,407,
Gibson House Museum,Cultural facilities,5172 Yonge St,Toronto,8364,100,0,112430.4854,0,"4,947",13.4
Giltspur Park,Other,85 MAGELLAN DR,North York,0,100,0,50.842401,0,2,
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,Toronto,44304,100,0,755873.4145,83533.43728,"191,137",37
Glamorgan Park,Other,50 Antrim Crescent,Toronto,0,100,0,20734.34854,0,912,
Glenlong C.C & A.I.R,Community centres,35 Glen Long Ave,Toronto,10236,100,0,352772.1076,40531.65559,"92,127",76.3
Glendora Park,Other,201 Glendora,Toronto,0,100,0,3368.285418,0,148,
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,Toronto,43540,100,0,668642.81,86619.66504,"193,131",36.4
Grange Park FH / WR,Other,317 Dundas St W,Toronto,1679,100,0,11041.94318,3548.645334,"7,193",28.9
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,Toronto,33637,100,0,619269.4816,83204.10577,"184,504",44.5
Grand River Sewage Pumping Station,Facilities related to the pumping of sewage,125 Grand River Blvd,Toronto,0,168,33.25060057,0,0,214,
Geary Ave Parkette,Other,160 Geary Av,Toronto,0,100,0,2726.851161,0,120,
Grattan Park,Other,52 Grattan St,Toronto,0,100,0,1322.975362,0,58,
Gracedale Park,Other,186 Gracedale Blvd,Toronto,0,100,0,44009.12826,0,"1,936",
Greenwood Park,Other,150 Greenwood Ave,Toronto,21130,100,0,607664.5578,56705.7184,"133,911",57.1
Greenfield Park,Other,10 Wilmar Rd,Toronto,0,168,0,2203.554968,0,97,
