Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2016 - Dec/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Regent Park C.C,Community centres,402 SHUTER ST,Toronto,M5V 3C6,55004,Square feet,100,0,768352.801,kWh,3867.8125,Cubic meter,,,,,,,,,,,,,,,,,,,"41,118",14.7,,RPCC,Community Centres
Regent Park Childcare Centre,Other,30 Regent St,Toronto,M5A 3N7,15963,Square feet,100,0,317610.0294,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"13,975",19.9,,REGENT,Child Care Facilities
Regent Park North R.C,Community centres,295 Sackville St Rr,Toronto,M5A 3G1,6168,Square feet,100,0,30711.21435,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,351",5.0,,RPRC,Community Centres
Regent Park South Rink,Other,480 Shuter St,Toronto,M1P 4N7,2519,Square feet,100,0,338119.2533,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"14,877",134.2,,RPSR,Outdoor Recreational Facilities
Rennie Park /Ice Rink,Other,25 Morningside Av,Toronto,M1E 3B9,0,Square feet,100,0,569228.0121,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"25,046",,,RENNA,Outdoor Recreational Facilities
Rennie Park /Tennis,Other,25 Morningside Ave,Toronto,M1E 3B9,0,Square feet,100,0,126743.7897,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,577",,,RPTC,Outdoor Recreational Facilities
Rexdale,Public libraries,2243 Kipling Ave,Toronto,M9W 4L5,5091,Square feet,70,0,53273.3266,kWh,5642.497538,Cubic meter,,,,,,,,,,,,,,,,,,,"13,008",22.2,,RX,Public Libraries
Rexdale Community Hub,"Administrative offices and related facilities, including municipal council chambers",21 Panorama Crt,Toronto,M9V 4E3,96369,Square feet,70,0,1181768.58,kWh,93098.01147,Cubic meter,,,,,,,,,,,,,,,,,,,"227,953",22.5,,21PAN,Administrative Offices
Richmond Gardens Pool (outdoor),Other,44 Strathdee Dr,Toronto,M9R 1A4,2594,Square feet,100,0,46889.72088,kWh,6790.907907,Cubic meter,,,,,,,,,,,,,,,,,,,"14,898",45.7,,RGP,Outdoor Recreational Facilities
Richview,Public libraries,1806 Islington Ave,Toronto,M9P 1L4,47254,Square feet,70,0,651655.3928,kWh,27194.63667,Cubic meter,,,,,,,,,,,,,,,,,,,"80,071",19.9,,RV,Public Libraries
Richview Park,Other,150 Brampton Rd,Toronto,M9R 1Y5,0,Square feet,100,0,9017.429163,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,397,,,150BRA,Outdoor Recreational Facilities
Richview Pumping Station,Facilities related to the pumping of water,551 Martin Grove Rd,Toronto,M9R 4B7,2357,Square feet,168,59019.24,12591393.78,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"554,021","5,342.1",213.3,RVPS,Water Pumping Facilities
Ridge Park,Other,85 Ridge Road,Toronto,M3M 1C6,0,Square feet,100,0,2887.328833,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,127,,,RIDGE,Outdoor Recreational Facilities
Rivercrest Rink,Other,30 Harefield Dr,Toronto,M9W 4C9,495,Square feet,100,0,174653.9888,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,685",352.8,,30HARE,Outdoor Recreational Facilities
Riverdale,Public libraries,370 Broadview Ave.,Toronto,M4K 2M8,9655,Square feet,70,0,159510.504,kWh,17302.76786,Cubic meter,,,,,,,,,,,,,,,,,,,"39,721",35.4,,RD,Public Libraries
Riverdale Farm,Cultural facilities,201 Winchester St,Toronto,M4X 1B8,23713,Square feet,100,0,65817.41714,kWh,10872.82313,Cubic meter,,,,,,,,,,,,,,,,,,,"23,446",7.6,,RDF,Cultural Facilities
Riverdale Park East,Other,640 Broadview Ave,Toronto,M4K 2P1,23401,Square feet,100,0,254244.984,kWh,44366.93677,Cubic meter,,,,,,,,,,,,,,,,,,,"95,040",30.9,,RVPE,Outdoor Recreational Facilities
Riverdale Park West,Other,500 Gerrard St,Toronto,M5A 2H3,0,Square feet,100,0,317237.1371,kWh,8.093904,Cubic meter,,,,,,,,,,,,,,,,,,,"13,974",,,RVPW,Outdoor Recreational Facilities
Riverlea Greenhouse,Other,919 Scarlett Rd,Toronto,M9P 2V3,17018,Square feet,168,0,106393.9354,kWh,89481.49615,Cubic meter,,,,,,,,,,,,,,,,,,,"173,801",61.8,,RLGH,Greenhouses
Riverside Sewage Pumping Station,Facilities related to the pumping of sewage,20 Riverside Cr,Toronto,M6S 1B6,0,Square feet,168,14.13153148,2129.069303,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,94,,150.7,LMMP,Sewage Pumping Facilities
Riverview Gdns Park,Other,15 Riverview Gdns Lot,Toronto,M6S 1P8,0,Square feet,100,0,25122.60861,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,105",,,RVGP,Outdoor Recreational Facilities
Riverwood Sewage Pumping Station,Other,115 Riverwood Pky,Toronto,M8Y 4G3,0,Square feet,168,0,20577.91525,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,905,,,115RIV,Water Misc Service
Robertson House,Social housing,291 Sherbourne St,Toronto,M5A 2R9,19795,Square feet,168,0,547002.1111,kWh,101519.773,Cubic meter,,,,,,,,,,,,,,,,,,,"215,940",81.8,,RH,Shelters & Housing
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,M6N 5G6,12271,Square feet,168,0,88146.45639,kWh,85214.55729,Cubic meter,,,,,,,,,,,,,,,,,,,"164,934",80.5,,ROCKPR,Greenhouses
Rockcliffe Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",301 Rockcliffe Blvd,Toronto,M6N 5G6,14047,Square feet,70,0,80195.92783,kWh,38242.92167,Cubic meter,,,,,,,,,,,,,,,,,,,"75,808",34.4,,ROCKY,Storage Facilities
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,Toronto,M3M 2A5,30494,Square feet,100,0,613878.0694,kWh,26532.81035,Cubic meter,,,,,,,,,,,,,,,,,,,"77,158",29.3,,RODIA,Indoor Recreational Facilities
Rosedale Park,Other,20 Scholfield Ave,Toronto,M9W 2Y3,4575,Square feet,100,0,205429.7026,kWh,1258.523557,Cubic meter,,,,,,,,,,,,,,,,,,,"11,418",47.8,,RSDP,Outdoor Recreational Facilities
Rosegarden Park,Other,Rosegarden Park,Toronto,M6K 3C3,0,Square feet,100,0,14713.10559,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,647,,,ROSEP,Outdoor Recreational Facilities
Rosehill Pumping Station,Facilities related to the pumping of water,0 Mt.pleasant,Toronto,M4Y 2Y5,1550,Square feet,168,34480.818,10401488.17,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"457,665","6,710.7",301.7,RHPS,Water Pumping Facilities
Rosehill Reservoir,Other,Rosehill Reservoir,Toronto,M4T 2W7,2023,Square feet,168,0,68082.35674,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,996",33.7,,ROSEHR,Water Misc Service
Roselawn Comm Tower,Other,408 Roselawn,Toronto,M5N 1J8,0,Square feet,168,0,44677.45507,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,966",,,408ROSE,Communication Tower
Roseneath Park,Other,15 GLENHURST AVE,Toronto,M6C 1H8,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,,,ROSPK,Outdoor Recreational Facilities
Rosethorn Park,Other,70 Great Oak Dr,Toronto,M9A 2J5,0,Square feet,100,0,5581.822652,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,246,,,70GREA,Outdoor Recreational Facilities
Rosetta Mcclain Gardens,Other,1975 Kingston Rd.,Toronto,M1N 1J2,1098,Square feet,100,0,27337.95139,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,203",24.9,,RMG,Outdoor Recreational Facilities
Rotary Peace Park,Other,153 Lake Shore Dr,Toronto,M8V 2A1,1647,Square feet,100,0,8758.837007,kWh,2085.649223,Cubic meter,,,,,,,,,,,,,,,,,,,"4,327",18.7,,153LAK,Outdoor Recreational Facilities
Rotary Pool (outdoor),Other,25 Eleventh St,Toronto,M8V 3G2,3477,Square feet,100,0,33854.92008,kWh,26492,Cubic meter,,,,,,,,,,,,,,,,,,,"51,559",90.2,,RTP,Outdoor Recreational Facilities
Rotherham Ave 15,Fire stations and associated offices and facilities,15 Rotherham Ave,Toronto,M6M 1L9,23002,Square feet,168,0,184520.0302,kWh,25245.98095,Cubic meter,,,,,,,,,,,,,,,,,,,"55,834",19.6,,RA15,Fire Stations
Rouge Beach Park,Other,195 Rouge Hills Dr,Toronto,M1B 5S3,6975,Square feet,100,0,19103.6625,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,841,2.7,,RBP,Outdoor Recreational Facilities
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,M1B 5K2,2142,Square feet,168,0,238631.9374,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"10,500",111.4,,AS25,Water Misc Service
Roundhouse Complex,Cultural facilities,222 Bremner Bv,Toronto,M5V 3L9,94001,Square feet,100,0,170724.1787,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,512",1.8,,RHCX,Cultural Facilities
Roundhouse Park,Other,260 Bremner Blvd,Toronto,M5V 3M9,0,Square feet,100,0,24260.81605,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,067",,,RHC,Outdoor Recreational Facilities
Rowntree Mills Park,Other,130 Rowntree Mill Rd.,Toronto,M9L 1C6,1389,Square feet,100,0,75927.99794,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,341",54.7,,RTMP,Outdoor Recreational Facilities
Roxborough Parkette,Other,30 Roxborough Dr,Toronto,M4W 1X2,0,Square feet,100,0,18094.92987,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,796,,,RXBP,Outdoor Recreational Facilities
Royalcrest Rink (outdoor),Other,50 Cabernet Circle,Toronto,M9V 4Z4,2508,Square feet,100,0,240811.1262,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"10,596",96.0,,ROYAR,Outdoor Recreational Facilities
Roywood A.I.R,Other,9 Roywood Dr,Toronto,M3A 2C6,2303,Square feet,100,0,99725.42616,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,388",43.3,,ROYWR,Outdoor Recreational Facilities
RT Commuter Lot,Parking garages,101 Grangeway,Toronto,M1H 3E9,97,Square feet,168,0,49558.40328,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,181",510.9,,RTCL,Parking Lots and Garages
Ruddington Park,Other,65 Ruddington Dr,Toronto,M2K 2X8,0,Square feet,100,0,2863.776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,126,,,RUDP,Outdoor Recreational Facilities
Runnymede,Public libraries,2178 Bloor St. W.,Toronto,M6S 1M8,12034,Square feet,70,0,146071.4415,kWh,18152.44559,Cubic meter,,,,,,,,,,,,,,,,,,,"40,735",28.1,,RN,Public Libraries
Runnymede Park,Other,221 Ryding Ave,Toronto,M6N 1H6,0,Square feet,100,0,34890.79388,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,535",,,RNMP,Outdoor Recreational Facilities
Ryerson Community Park,Other,2A Gould St,Toronto,M1P 4N7,1421,Square feet,100,0,153703.6122,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,763",108.2,,RSCP,Outdoor Recreational Facilities
S Walter Stewart,Public libraries,170 Memorial Park Dr,Toronto,M4J 2K5,25847,Square feet,70,0,409729.1358,kWh,23375.94146,Cubic meter,,,,,,,,,,,,,,,,,,,"62,209",25.4,,SWS,Public Libraries
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,M4L 2W6,18277,Square feet,100,0,230815.6291,kWh,27198.17546,Cubic meter,,,,,,,,,,,,,,,,,,,"61,560",28.3,,SHARC,Indoor Swimming Pool
SADRA Park,Other,10 Blackthorn Av,Toronto,M6N 3H5,0,Square feet,100,0,456.956776,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,SADP,Outdoor Recreational Facilities
Salem Parkette,Other,150 Salem Ave,Toronto,M6H 3C2,0,Square feet,100,0,42941.01978,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,889",,,SALM,Outdoor Recreational Facilities
Sanderson,Public libraries,327 Bathurst St,Toronto,M5T 1J1,12701,Square feet,70,0,170514.139,kWh,22519.69194,Cubic meter,,,,,,,,,,,,,,,,,,,"50,065",32.1,,SA,Public Libraries
Scadding Cabin,Cultural facilities,0 Lake Shore Blvd W Pole 223,Toronto,M6K 3C3,431,Square feet,100,0,9596.138025,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,422,22.3,,SCABIN,Cultural Facilities
Scadding Court Community Ctr,Community centres,707 Dundas St W,Toronto,M5T 2W6,46694,Square feet,100,0,934564.57,kWh,134060.408,Cubic meter,,,,,,,,,,,,,,,,,,,"294,495",50.3,,SCADC,Community Centres
Scarborough Animal Centre,Other,821 Progress Ave,Toronto,M1H 2X4,12831,Square feet,168,0,341852.6769,kWh,61025.87325,Cubic meter,,,,,,,,,,,,,,,,,,,"130,380",76.9,,SCAC,Animal Centres
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Toronto,M1N 3J7,38320,Square feet,100,0,740321.1857,kWh,57465.94364,Cubic meter,,,,,,,,,,,,,,,,,,,"141,185",35.2,,SCARA,Indoor Sports Arena
Scarborough Bluffs,Other,49 Cecil Cr,Toronto,M5T 1N1,97,Square feet,100,0,15720.51891,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,692,162.1,,SCB,Outdoor Recreational Facilities
Scarborough Civic Centre,"Administrative offices and related facilities, including municipal council chambers",150 Borough Dr,Toronto,M1P 4N7,372861,Square feet,70,0,6183959.803,kWh,239475.9387,Cubic meter,,,,,,,,,,,,,,,,,,,"724,704",23.4,,SCCC,Administrative Offices
Scarborough Pumping Station,Facilities related to the pumping of water,21 Fishleigh Dr,Toronto,M1N 1H1,9160,Square feet,168,13805.88,4698092.652,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"206,716",512.9,340.3,SPS,Water Pumping Facilities
Scarborough Transfer Station,Other,1850 Markham Rd,Toronto,M1B 2W2,96595,Square feet,70,0,1443377.479,kWh,70089.40267,Cubic meter,,,,,,,,,,,,,,,,,,,"195,978",22.6,,STS,Transfer Stations
Scarborough Village C.C,Community centres,3600 Kingston Rd,Toronto,M1M 1R9,58125,Square feet,100,0,1139055.456,kWh,94771.8662,Cubic meter,,,,,,,,,,,,,,,,,,,"229,237",36.8,,SCARC,Community Centres
Scarborough Village Fieldhouse,Other,3600 Kingston Rd,Toronto,M1M 1R9,0,Square feet,100,0,8466.814,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,373,,,SVFH,Outdoor Recreational Facilities
Scarborough West Office,"Administrative offices and related facilities, including municipal council chambers",1225 Kennedy Rd,Toronto,M1P 4Y1,19999,Square feet,70,0,492873.1843,kWh,38777.47655,Cubic meter,,,,,,,,,,,,,,,,,,,"94,976",45.1,,SWO,Administrative Offices
Scarlett Woods Golf Course,Other,1000 Jane St,Toronto,M6N 4E2,3348,Square feet,100,0,39676.08838,kWh,9231.064829,Cubic meter,,,,,,,,,,,,,,,,,,,"19,192",41.0,,SWGC,Outdoor Recreational Facilities
Scott Westney House,Community centres,180 McLevin Ave,Toronto,M1B 6H7,3046,Square feet,100,0,129554.5886,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,700",42.5,,SWH,Community Centres
Seasons Park,Other,40 Seasons Dr,Toronto,M1X 1X4,0,Square feet,100,0,5437.928972,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,239,,,40SEASONS,Outdoor Recreational Facilities
Seaton House,Social housing,339 George St,Toronto,M5A 2N2,97995,Square feet,168,0,1425407.196,kWh,427250.1984,Cubic meter,,,,,,,,,,,,,,,,,,,"870,221",60.6,,SH,Shelters & Housing
Seneca Hill Park,Other,620 Seneca Hill Dr,Toronto,M1P 4N7,0,Square feet,100,0,10432.43029,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,459,,,SEHP,Outdoor Recreational Facilities
Seneca Village C.C,Community centres,1700 Finch Ave E,Toronto,M2J 4X8,9408,Square feet,100,0,202076.6508,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,891",21.5,,SENEC,Community Centres
Sentinel Park Baseball,Other,295 Sentinel Rd,Toronto,M3J 1T8,2443,Square feet,100,0,16933.64,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,745,6.9,,SENPK,Outdoor Recreational Facilities
Serena Gundy Park,Other,58 Rykert Cres,Toronto,M4G 2S9,0,Square feet,100,0,20240.38225,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,891,,,58RYKERTCRES,Outdoor Recreational Facilities
Seven Oaks,Long-term care,9 Neilson Rd.,Toronto,M1E 5E1,133311,Square feet,168,0,2797144.403,kWh,413194.185,Cubic meter,,,,,,,,,,,,,,,,,,,"904,011",53.7,,SO,Long Term Care Homes
Seven Oaks Tennis,Other,224 Ronymeadow Terr,Toronto,M1E 4E5,0,Square feet,100,0,6968.753534,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,307,,,SOTC,Outdoor Recreational Facilities
Sewells Rd Sewage Pumping Station,Facilities related to the pumping of sewage,579 Sewells Rd,Toronto,M1B 5E4,0,Square feet,168,301.5970136,67197.04229,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,957",,222.8,579SEW,Sewage Pumping Facilities
Sherbourne Common North Park,Other,5 Lower Sherbourne St,Toronto,M5A 3W9,0,Square feet,100,0,10839.17944,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,477,,,SCNP,Outdoor Recreational Facilities
Sherwood Park,Other,190 Sherwood Ave,Toronto,M4P 2A8,5909,Square feet,100,0,106154.2942,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,671",18.0,,SHEP,Outdoor Recreational Facilities
Sidney Belsey Cres,Street lighting,Sidney Belsey Cres,Toronto,M6M 5H9,0,Square feet,70,0,6921.615533,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,305,,,SIDNEY,Streetlighting
Signs & Flashing Beacons,Other,Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,17970.32886,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,791,,,FLASHB,Traffic Signals
Silver Birch Ave Sewage Pumping Station,Facilities related to the pumping of sewage,3 Silver Birch Av,Toronto,M4E 3K8,0,Square feet,168,0.884365082,285.424158,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,322.7,3SILVB,Sewage Pumping Facilities
Sir Adam Beck,Community centres,2 Orianna Dr,Toronto,M8W 4Y1,0,Square feet,100,0,1292.867954,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"19,875",,,2ORIAN,Outdoor Recreational Facilities
Sir Adam Beck,Community centres,2 Orianna Dr,Toronto,M8W 4Y1,0,Square feet,100,0,1292.867954,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"19,875",,,2ORIAN,Outdoor Recreational Facilities
Sir Adam Beck Rink,Other,4 Orianna Dr,Toronto,M8W 4Y1,2196,Square feet,100,0,227667.8746,kWh,7704.130588,Cubic meter,,,,,,,,,,,,,,,,,,,"24,578",140.7,,SIRAR,Outdoor Recreational Facilities
Sir Winston Churchill Pk,Other,301 St Clair Ave W,Toronto,M4V 1S4,0,Square feet,100,0,60281.79307,kWh,5704.887759,Cubic meter,,,,,,,,,,,,,,,,,,,"13,435",,,SWCP,Outdoor Recreational Facilities
Sisken Trail Park,Other,157 Staines Rd,Toronto,M1X 1V3,0,Square feet,100,0,599.043278,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,26,,,157STAINES,Outdoor Recreational Facilities
Sixth St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",297 Sixth St,Toronto,M8V 3A8,6997,Square feet,70,0,8365.80585,kWh,9077.779886,Cubic meter,,,,,,,,,,,,,,,,,,,"17,525",14.9,,SIXSG,Storage Facilities
Smithfield Pool (outdoor),Other,173 Mount Olive Dr,Toronto,M9V 2E3,850,Square feet,100,0,24029.0796,kWh,8408.202457,Cubic meter,,,,,,,,,,,,,,,,,,,"16,949",132.7,,SFP,Outdoor Recreational Facilities
Smythe Park,Other,175 Scarlett Rd,Toronto,M6N 4K7,3000,Square feet,100,0,74084.71302,kWh,13414,Cubic meter,,,,,,,,,,,,,,,,,,,"28,612",71.9,,SMP,Outdoor Recreational Facilities
Sony Centre,Performing arts facilities,1 Front St. E.,Toronto,M5E 1B2,173084,Square feet,100,0,2420073.906,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"440,002",23.1,,HBC,Performing Arts Facilities
Spadina Marina Museum,Cultural facilities,539 Queens Quay W,Toronto,M5V 3G3,17922,Square feet,100,0,74893.968,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,295",4.2,,SMM,Cultural Facilities
Spadina Rd 35,Other,35 Spadina Rd,Toronto,M5R 2S9,3552,Square feet,100,0,11353.55131,kWh,2818.881613,Cubic meter,,,,,,,,,,,,,,,,,,,"5,827",11.6,,SR35,Leasing
Spadina Road,Public libraries,10 Spadina Rd.,Toronto,M5R 2S7,3950,Square feet,70,0,66072.71329,kWh,6962.698198,Cubic meter,,,,,,,,,,,,,,,,,,,"16,067",35.3,,SP,Public Libraries
Spadina Road Parkette,Other,208 Spadina Rd,Toronto,M5R 2V1,0,Square feet,100,0,5940.463603,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,261,,,SRP,Outdoor Recreational Facilities
Spadina St Clair Reservoir,Other,301 St Clair Ave W Spad S/E,Toronto,M4V 1S4,678,Square feet,168,0,149883.2094,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,595",221.1,,SPADR,Water Misc Service
Spandina House Museum,Cultural facilities,285 Spadina Rd,Toronto,M5R 2V5,27588,Square feet,100,0,88921.56365,kWh,55982.60197,Cubic meter,,,,,,,,,,,,,,,,,,,"109,720",24.6,,SHS,Cultural Facilities
Spenvalley Park T.C,Other,126 Spenvalley Dr,Toronto,M3L 1Z4,0,Square feet,100,0,115.1736,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5,,,SVPT,Outdoor Recreational Facilities
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,M6G 2R8,23293,Square feet,100,0,291861.3641,kWh,78046.65814,Cubic meter,,,,,,,,,,,,,,,,,,,"160,350",47.9,,SABC,Indoor Recreational Facilities
St Andrew's Playground,Other,450 Adelaide St W,Toronto,M5V 3C1,194,Square feet,100,0,9713.178602,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,427,50.1,,SAPG,Outdoor Recreational Facilities
St Clair Comm Tower,Other,301 St Clair Ave W,Toronto,M4V 1S4,0,Square feet,168,0,67061.49932,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,951",,,0STCLA,Communication Tower
St Clair Gardens - ele,Other,3 Prescott Ave,Toronto,M6N 3G6,0,Square feet,100,0,2981.551626,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,131,,,3PRESS,Outdoor Recreational Facilities
St Clair Silverthorn,Public libraries,1748 St. Clair Ave. W.,Toronto,M6N 1J4,4585,Square feet,70,0,28910.64637,kWh,1792.462997,Cubic meter,,,,,,,,,,,,,,,,,,,"4,660",10.4,,STCS,Public Libraries
St Hilda Parkette,Other,Dufferin St,Toronto,M6E 4Z5,26350,Square feet,100,0,1328.200183,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,58,0.1,,STHP,Outdoor Recreational Facilities
St James Town,Street lighting,16A St James Crt,Toronto,M4X 1X4,0,Square feet,70,0,1002.424233,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,44,,,SJTP,Streetlighting
St James Town C.C.,Community centres,495 Sherbourne St,Toronto,M4X 1K7,41904,Square feet,100,0,960132.2574,kWh,171487.0024,Cubic meter,,,,,,,,,,,,,,,,,,,"366,356",66.1,,STJMS,Community Centres
St Jamestown West Park,Other,40 Howard St,Toronto,M5C 1G6,0,Square feet,100,0,1827.833159,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,80,,,SJWP,Outdoor Recreational Facilities
St Lawrence,Public libraries,171 Front St. E.,Toronto,M5A 4H3,4833,Square feet,70,0,42611.26033,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,875",8.8,,SL,Public Libraries
St Lawrence C.C,Community centres,224 The Esplanade,Toronto,M5A 4J6,46113,Square feet,100,0,931605.2903,kWh,274280.0015,Cubic meter,,,,,,,,,,,,,,,,,,,"559,380",83.0,,STLAC,Community Centres
St Lawrence Centre,Performing arts facilities,27 Front St. E.,Toronto,M5E 1B4,80729,Square feet,100,0,1840837.589,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"346,946",38.4,,STLC,Performing Arts Facilities
St Lawrence Hall,"Administrative offices and related facilities, including municipal council chambers",157 King St East,Toronto,M5C 1G9,55413,Square feet,70,0,1044663.314,kWh,60073.7156,Cubic meter,,,,,,,,,,,,,,,,,,,"159,505",30.3,,SLH,Administrative Offices
St Lawrence Market North,Cultural facilities,92 Front St E,Toronto,M5E 1C4,27997,Square feet,100,0,133912.5083,kWh,33399.47059,Cubic meter,,,,,,,,,,,,,,,,,,,"69,017",17.4,,SLMN,Cultural Facilities
St Lawrence Market South,Cultural facilities,91 Front St E,Toronto,M5E 1C2,99114,Square feet,100,0,5230568.445,kWh,185002.5043,Cubic meter,,,,,,,,,,,,,,,,,,,"579,800",72.5,,SLMS,Cultural Facilities
St. Albans Pumping Station,Facilities related to the pumping of water,30 St.albans Rd,Toronto,M9B 6K4,3240,Square feet,168,28736.175,4817436.235,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"211,967","1,486.9",167.6,SAPS,Water Pumping Facilities
St. Marks Childcare Centre,Other,201 Cowan Ave,Toronto,M6K 2N7,4004,Square feet,100,0,10531.51309,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,463,2.6,,SMCC,Child Care Facilities
